LONGITUDE,LATITUDE,PHOTO_URL
46.96251,39.51075,PhotoFile4Wildfire/39.51075_46.96251_n.png
46.64936,39.47528,PhotoFile4Wildfire/39.47528_46.64936_n.png
46.0906,39.6355,PhotoFile4Wildfire/39.6355_46.0906_100.png
48.57358,38.91668,PhotoFile4Wildfire/38.91668_48.57358_n.png
46.2385,41.54911,PhotoFile4Wildfire/41.54911_46.2385_n.png
46.45573,39.7301,PhotoFile4Wildfire/39.7301_46.45573_l.png
46.47916,39.73384,PhotoFile4Wildfire/39.73384_46.47916_l.png
46.67192,39.09227,PhotoFile4Wildfire/39.09227_46.67192_n.png
46.67526,40.26859,PhotoFile4Wildfire/40.26859_46.67526_h.png
46.9028,41.2658,PhotoFile4Wildfire/41.2658_46.9028_73.png
48.8199,41.2025,PhotoFile4Wildfire/41.2025_48.8199_100.png
44.728,39.6845,PhotoFile4Wildfire/39.6845_44.728_100.png
46.17041,39.73429,PhotoFile4Wildfire/39.73429_46.17041_n.png
